"LL.1"	"LL.2"	"LL.3"	"MM.1"	"MM.2"	"MM.3"
"ECs_3412"	20	22	24	42	38	43
"ECs_3413"	118	89	85	136	155	195
"ECs_3414"	23	11	24	34	33	64
"ECs_3415"	140	107	141	209	179	243
"ECs_3416"	513	407	474	786	909	1199
"ECs_3417"	7604	6572	7690	55094	59709	82765
"ECs_3418"	348	288	370	445	381	672
"ECs_3419"	1857	1626	1882	2784	3158	4676
"ECs_3420"	1580	1309	1560	1669	1676	2250
"ECs_3421"	1254	1165	1359	1280	1441	1787
"ECs_3422"	1891	1651	1833	1941	2185	2710
"ECs_3423"	1533	1461	1725	34811	25002	36406
"ECs_3424"	2137	1995	2179	1071	1169	1531
"ECs_3425"	1793	1762	2115	987	1089	1580
"ECs_3426"	1125	1068	1188	1528	1799	2174
"ECs_3427"	1343	1208	1246	690	745	1041
"ECs_3428"	541	520	573	231	201	365
"ECs_3429"	551	533	581	638	727	1096
"ECs_3430"	1458	1489	1776	2138	2358	2700
"ECs_3431"	2247	2222	2443	1697	1805	2272
"ECs_3432"	12023	11043	13079	8420	9243	12398
"ECs_3433"	6731	7261	8513	5509	5328	6722
"ECs_3434"	12539	11750	13720	9988	10359	14258
"ECs_3435"	23024	20760	24019	16974	17444	23382
"ECs_3436"	2287	2175	2624	2744	2940	3728
"ECs_3437"	5675	5205	5967	8199	8883	12404
"ECs_3438"	9941	8539	10336	22500	24676	31505
"ECs_3439"	9002	7921	9535	16366	17843	23951
"ECs_3440"	716	673	790	8253	8728	12581
"ECs_3441"	1215	1190	1546	1239	1327	1727
"ECs_3442"	11730	11117	13046	8332	8576	11163
"ECs_3443"	796	653	841	591	741	977
"ECs_3444"	169	127	133	153	211	264
"ECs_3445"	918	808	628	2121	2632	1574
"ECs_3446"	1251	1086	1283	1055	1234	1611
"ECs_3447"	8161	7552	10220	6928	5861	9121
"ECs_3448"	1825	1751	1716	5059	5630	3188
"ECs_3449"	1234	1184	1253	648	841	798
"ECs_3450"	1827	1880	2099	4672	4755	6246
"ECs_3452"	9986	9279	11017	9242	10303	13781
"ECs_3453"	287	283	321	218	266	360
"ECs_3454"	2065	1844	2009	1628	2011	2372
"rrfG"	1	4	1	6	3	6
"rrlG"	185	4781	151	112	47	191
"gltW"	968	910	1334	464	581	857
"rrsG"	177	2914	278	212	381	344
"ECs_3455"	4416	4064	4898	10439	11395	15562
"ECs_3456"	3056	2942	4018	2646	2337	3335
"ECs_3457"	6406	5965	7185	5737	6270	9137
"ECs_3458"	9045	8238	9666	10792	12454	16672
"ECs_3460"	1185	959	1486	12648	19161	22612
"ECs_3461"	21	9	20	36	55	61
"ECs_3462"	1020	889	1186	1262	1576	2197
"ECs_3463"	1072	770	1105	1068	846	1771
"ECs_3464"	921	843	1471	1473	1722	2294
"ECs_3465"	105	87	116	425	459	711
"ECs_3466"	1114	1031	1138	564	654	887
"ECs_3467"	734	650	771	626	704	1013
"ECs_3468"	580	562	613	441	475	672
"ECs_3469"	75239	64828	73413	35966	40412	62415
"ECs_3470"	147993	140779	162216	81678	85267	117378
"ECs_3471"	144563	128410	142630	71881	81012	118193
"ECs_3472"	50234	45394	50015	25609	30372	44024
"ECs_3473"	9535	8528	10379	10653	9018	12698
"ECs_3474"	1299	1315	1364	1506	1745	2032
"ECs_3475"	1813	1493	1768	1366	1545	2144
"ECs_3476"	6337	5710	6400	15965	17197	25947
"ECs_3477"	1074	960	1144	2051	2078	3351
"ECs_3478"	2150	1954	2425	2809	3023	4337
"ECs_3479"	5311	4913	5823	7702	8811	11801
"ECs_3480"	537	480	494	440	537	699
"ECs_3481"	1421	1278	1391	1092	1247	1667
"ECs_3482"	3186	2736	3080	2788	3290	4253
"ssrA"	542539	496477	628549	724329	900628	1162771
"ECs_3483"	523	422	463	269	334	430
"ECs_3485"	1153	1030	1026	791	862	1245
"ECs_3486"	305	271	333	112	148	185
"ECs_3487"	323	243	271	166	189	253
"ECs_3488"	26	29	29	27	18	50
"ECs_3489"	10	9	12	16	13	15
"ECs_3490"	8	7	6	8	6	15
"ECs_3491"	0	0	0	0	0	0
"ECs_3492"	12	36	131	109	21	8
"ECs_3493"	0	0	0	0	0	0
"ECs_3494"	0	0	0	0	0	0
"ECs_3495"	31	48	42	55	60	68
"ECs_3496"	1	0	0	0	1	0
"ECs_3497"	0	0	0	0	0	0
"ECs_3498"	46	48	52	39	45	51
"ECs_3499"	133	140	155	89	133	164
"ECs_3500"	167	160	171	78	81	127
"ECs_3501"	60	59	69	75	77	125
"ECs_3502"	0	0	1	0	0	0
"ECs_3503"	1	7	1	6	4	10
"ECs_3504"	6	6	7	8	3	12
"ECs_3505"	5	11	8	11	17	16
"ECs_3506"	86	88	104	103	124	173
"ECs_3507"	235	198	274	516	608	976
"ECs_3508"	12	5	13	12	7	26
"ECs_3509"	9	14	7	10	9	23
"ECs_3510"	47	40	51	90	93	182
"ECs_3511"	22	15	23	25	35	70
"ECs_3512"	10	11	14	18	13	27
"ECs_3513"	2	3	6	7	11	9
"ECs_3514"	265	258	305	526	629	841
"ECs_3515"	292	209	225	403	351	624
"ECs_3517"	24	21	24	27	22	43
"ileY"	8	5	4	9	6	15
"ECs_3518"	28	12	16	35	16	47
"ECs_3519"	20	22	18	17	27	39
"ECs_3520"	40	27	45	973	1026	1286
"ECs_3521"	31	44	79	808	709	661
"ECs_3522"	105	99	152	1966	1898	2006
"ECs_3523"	90	119	169	2704	1765	1952
"ECs_3524"	173	181	189	1651	1805	1935
"ECs_3525"	458	394	449	1108	1230	1503
"ECs_3526"	124	94	90	1854	1686	2919
"ECs_3527"	53	40	68	793	809	1308
"ECs_3528"	80	139	151	246	276	144
"ECs_3529"	320	308	313	657	808	891
"ECs_3530"	225	181	216	160	177	225
"ECs_3531"	1812	1644	1860	303	382	323
"ECs_3532"	343	272	293	595	768	718
"ECs_3533"	127	110	94	3446	1531	4303
"ECs_3534"	217	187	272	458	448	645
"ECs_3535"	219	236	228	103	104	104
"ECs_3536"	25	21	15	43	52	53
"ECs_3537"	8	10	28	37	29	18
"ECs_3538"	202	192	254	376	482	540
"ECs_3539"	78	61	84	155	169	176
"ECs_3540"	1873	1705	2986	3176	4281	5490
"ECs_3541"	618	770	1364	1698	1867	2003
"ECs_3542"	988	853	1234	3195	3822	4983
"ECs_3543"	464	473	494	960	841	1314
"ECs_3544"	1121	954	1077	2308	2762	3588
"ECs_3545"	203	206	249	453	545	624
"ECs_3546"	20540	19599	21438	3769	4747	5833
"ECs_3547"	7290	7157	8329	1437	1447	1645
"ECs_3548"	6328	5893	6714	1998	1822	2159
"ECs_3549"	3373	3131	3681	13450	16059	22488
"ECs_3550"	10026	9005	10424	13712	16328	21053
"ECs_3551"	1777	1495	1719	1576	1766	2669
"ECs_3552"	2717	2335	2751	1925	2039	2944
"argQ"	1869	1800	2156	638	781	1132
"argZ"	2212	2206	2553	953	1168	1745
"argY"	2879	2819	3357	1236	1542	2205
"argV"	1210	1188	1295	532	647	975
"serV"	2664	2522	3156	1120	1456	2201
"ECs_3553"	7725	7103	8352	12935	14834	20148
"ECs_3554"	34768	31872	39359	34305	35833	50066
"ECs_3555"	826	753	907	531	642	808
"ECs_3556"	13114	12033	15798	19305	18770	25471
"ECs_3557"	432	442	630	882	834	1160
"ECs_3558"	886	697	804	1717	1115	2651
"ECs_3559"	131	99	137	2470	2344	3195
"ECs_3560"	15	14	17	155	144	176
"ECs_3561"	106	111	140	750	833	1084
"ECs_3562"	21	23	30	99	109	143
"ECs_3563"	419	358	425	762	816	1236
"ECs_3564"	260	319	484	745	594	705
"ECs_3565"	671	736	1035	624	649	778
"ECs_3566"	47	47	67	69	56	90
"ECs_3567"	144	128	140	131	109	158
"ECs_3568"	423	437	577	653	388	625
"ECs_3569"	66	49	53	81	64	162
"ECs_3570"	311	182	151	586	368	940
"ECs_3571"	86	84	89	180	166	192
"ECs_3572"	174	136	164	293	309	451
"ECs_3573"	215	182	225	220	274	324
"ECs_3574"	30	30	43	32	42	39
"ECs_3575"	30	39	47	46	46	51
"ECs_3576"	26	20	35	38	32	22
"ECs_3577"	45	37	43	57	43	75
"ECs_3578"	7	6	9	12	6	18
"ECs_3579"	33	33	67	67	44	60
"ECs_3580"	9	6	9	17	4	12
"ECs_3581"	13	17	15	24	18	49
"ECs_3582"	28	28	19	41	40	41
"ECs_3583"	113	119	162	205	203	238
"ECs_3584"	9	12	15	24	18	27
"ECs_3585"	128	133	175	277	248	275
"ECs_3586"	147	160	211	437	489	469
"ECs_3587"	365	343	376	1187	1375	1771
"ECs_3588"	190	154	185	188	205	352
"ECs_3589"	2253	2504	3246	2602	2299	2722
"ECs_3590"	38	46	33	38	44	44
"ECs_3591"	13	14	16	10	14	14
"ECs_3592"	145	172	185	112	107	86
"ECs_3593"	12	19	31	15	18	19
"ECs_3594"	935	895	962	936	1074	1443
"ECs_3595"	9701	9365	9227	24494	42606	34968
"ECs_3596"	3386	2323	2269	6214	7009	9097
"ECs_3597"	1118	1008	1121	1479	1571	2303
"ECs_3598"	975	939	1099	1317	1423	1905
"ECs_3599"	2143	1871	2241	2768	2872	3925
"ECs_3600"	634	627	868	1030	935	1174
"ECs_3601"	1257	1145	1488	1401	1468	1626
"ECs_3602"	1516	1252	1456	1236	1300	1788
"ECs_3603"	586	452	450	655	773	1185
"ECs_3604"	62	56	68	4351	6005	6485
"ECs_3605"	287	284	297	35542	42045	51698
"ECs_3606"	117	127	93	28809	37137	47904
"ECs_3607"	1104	940	1149	1070	1260	1267
"ECs_3608"	219	159	171	196	239	347
"ECs_3609"	226	190	242	250	270	366
"ECs_3610"	120	97	129	169	176	236
"ECs_3611"	77	80	83	145	169	226
"ECs_3612"	91	55	85	190	165	263
"ECs_3613"	37	35	47	51	43	97
"ECs_3614"	154	110	122	321	302	512
"ECs_3615"	250	194	214	323	323	456
"ECs_3616"	19	19	21	100	133	182
"ECs_3617"	163	185	165	23332	28156	45382
"ECs_3618"	217	226	248	37525	38137	55367
"ECs_3619"	149	145	185	28600	30287	42031
"ECs_3620"	3097	2817	3027	1206	1225	2259
"ECs_3621"	984	917	1042	395	362	592
"ECs_3622"	31	31	22	39	43	79
"ECs_3623"	152	119	126	189	162	330
"ECs_3624"	178	126	132	194	140	245
"ECs_3626"	25	19	23	41	52	86
"ECs_3627"	48	44	51	71	89	114
"ECs_3629"	53	44	67	90	99	145
"ECs_3630"	6	8	4	13	13	27
"ECs_3631"	36	29	32	76	65	102
"ECs_3632"	49	47	61	79	88	130
"ECs_3633"	3312	2960	3243	1776	1970	2549
"ECs_3634"	8	11	4	8	9	13
"ECs_3635"	22	35	21	33	25	47
"ECs_3637"	100	86	82	80	106	128
"ECs_3638"	740	628	761	365	322	511
"ECs_3639"	54115	44999	55205	125278	124743	188212
"ECs_3640"	32315	28884	32800	46844	48811	77343
"ECs_3641"	1023	635	764	1609	1210	2635
"ECs_3642"	312	219	266	341	314	597
"ECs_3643"	313	222	256	307	277	561
"ECs_3644"	5884	4701	5428	5721	5665	8766
"ECs_3645"	886	702	895	1003	1002	1547
"ECs_3646"	2802	2614	2996	2837	3232	4421
"ECs_3647"	173	182	180	277	241	392
"ECs_3648"	86	110	154	168	158	181
"ECs_3649"	102	55	96	134	135	191
"ECs_3650"	863	759	917	1372	1534	2143
"ECs_3651"	1300	1345	1663	1821	1654	2402
"ECs_3652"	607	545	637	669	648	1124
"ECs_3653"	1436	1248	1405	1253	1526	2009
"ECs_3654"	2035	1861	2181	2141	2600	3479
"ECs_3655"	1510	1325	1714	4438	4317	6882
"ECs_3656"	1140	1207	1295	2814	2700	3477
"ECs_3657"	419	391	511	842	772	1029
"ECs_3658"	284	255	382	319	361	442
"ECs_3659"	168	102	130	237	209	362
"ECs_3660"	36	33	32	40	47	86
"ECs_3661"	49	43	49	60	66	121
"ECs_3662"	210	228	240	295	281	408
"ECs_3663"	85	79	81	132	148	240
"ECs_3664"	193	192	207	290	364	523
"ECs_3665"	367	386	434	652	801	1146
"ECs_3666"	2982	2554	2930	2777	2148	3615
"ECs_3667"	608	417	429	471	254	708
"ECs_3668"	1936	1662	1816	2164	2316	3573
"ECs_3669"	1538	1652	1584	10149	13402	15752
"ECs_3670"	3339	3645	4604	3144	3384	4135
"ECs_3671"	675	799	1120	654	634	756
"ECs_3672"	3036	2756	3513	1866	1714	2202
"ECs_3673"	3784	3233	3894	3564	3948	5758
"metZ"	402	393	441	187	147	353
"metW"	1041	1038	1210	413	395	821
"metV"	249	256	358	84	84	145
"ECs_3674"	3494	3078	3496	2101	2031	3238
"ECs_3675"	781	746	734	6404	6633	13207
"ECs_3676"	4128	4091	5314	4717	4128	5602
"ECs_3677"	13438	13083	15771	13573	14002	18181
"ECs_3678"	7285	6371	7295	8070	8832	12701
"ECs_3679"	3771	3374	3931	4630	4955	6502
"ECs_3680"	84	75	101	79	85	90
"ECs_3681"	103	114	160	112	119	135
"ECs_3682"	311	255	240	213	219	362
"ECs_3683"	193	171	213	149	140	198
"ECs_3684"	5351	4518	5034	5623	5440	8966
"ECs_3685"	5356	4502	5166	5232	5188	8323
"ECs_3686"	3605	2984	3158	5361	4275	8065
"ECs_3687"	2448	2095	2493	2531	2793	3954
"ECs_5750"	16	11	13	27	24	53
"ECs_3688"	361	396	439	317	359	485
"ECs_3689"	1123	1087	1386	915	948	1003
"ECs_3690"	331	276	320	1085	1290	1638
"ECs_3691"	1689	1678	1967	7297	8958	10425
"ECs_3692"	1195	901	961	1665	1385	2568
"ECs_3693"	3178	2767	3117	4407	4800	7126
"ECs_3694"	992	785	1021	1625	1481	2179
"ECs_3695"	435	352	448	6534	6495	11071
"ECs_3696"	306	300	378	379	466	501
"ECs_3697"	401	295	322	582	576	920
"ECs_3698"	1072	673	756	772	575	1258
"ECs_3699"	148	83	117	382	302	520
"ECs_3700"	383	283	383	506	547	803
"ECs_3701"	634	563	609	2347	1900	3053
"ECs_3702"	4496	4685	4183	276	273	410
"ECs_3703"	46	18	28	24	20	29
"ECs_3704"	320	318	321	56	61	87
"ECs_3705"	45	36	46	7	9	21
"ECs_3706"	31	25	27	27	45	83
"ECs_3707"	20	19	21	55	80	115
"ECs_3708"	28	24	36	45	43	70
"ECs_3709"	93	70	60	49	53	76
"ECs_3710"	12	7	10	12	11	25
"ECs_3711"	6	5	10	12	3	21
"ECs_3712"	46	36	37	18	23	37
"ECs_3713"	7	0	5	2	3	3
"ECs_3714"	2	1	0	5	3	1
"ECs_3715"	3	4	3	8	9	17
"ECs_3716"	23	18	15	37	32	35
"ECs_3717"	16	18	15	27	29	26
"ECs_3718"	5	5	7	4	8	15
"ECs_3719"	26	24	27	25	19	27
"ECs_3720"	19	34	25	14	14	22
"ECs_3721"	48	30	34	17	22	33
"ECs_3722"	3	5	1	2	4	2
"ECs_3723"	12	7	9	9	11	15
"ECs_3724"	5	3	0	2	3	6
"ECs_3725"	13	8	14	15	13	20
"ECs_3726"	18	11	17	16	13	23
"ECs_3727"	5	8	13	11	15	14
"ECs_3728"	3	2	3	2	6	6
"ECs_3729"	9	6	5	8	2	7
"ECs_3730"	48	31	37	46	47	76
"ECs_3731"	69	53	75	46	57	102
"ECs_3732"	32	38	29	41	31	57
"ECs_3733"	45	33	27	36	41	73
"ECs_3734"	32	24	27	18	20	27
"ECs_3735"	8	8	8	4	12	10
"ECs_3736"	81	76	103	77	84	100
"ECs_3737"	76	78	90	40	44	64
"glyU"	85	83	111	52	60	56
"ECs_3738"	2196	1817	2140	1816	2167	2732
"ECs_3739"	275	233	283	344	341	496
"ECs_3740"	45	44	36	57	72	131
"ECs_3741"	45	21	23	53	47	82
"ECs_3742"	304	279	314	548	583	836
"ECs_3743"	48	54	57	57	47	67
"ECs_3744"	162	165	152	156	154	227
"ECs_3745"	63	59	60	60	78	117
"ECs_3746"	109	103	99	111	112	151
"ECs_3747"	101	101	120	202	213	327
"ECs_3748"	137	98	105	128	143	227
"ECs_3749"	20	23	14	24	26	55
"ECs_3750"	36	31	30	115	122	127
"ECs_3751"	132	110	120	185	225	271
"ECs_3752"	40	35	40	48	60	102
"ECs_3753"	61	47	72	88	77	124
"ECs_3754"	519	479	589	618	672	920
"ECs_3755"	108	86	74	172	209	258
"ECs_3756"	142	126	124	222	206	356
"ECs_3757"	154	157	177	223	273	319
"ECs_3758"	45	41	63	57	49	46
"ECs_3759"	165	135	152	237	254	383
"ECs_3760"	61	54	45	50	40	87
"ECs_5751"	4	3	5	9	5	12
"ECs_3761"	450	476	507	462	547	744
"ECs_3762"	28478	24798	27824	17306	19306	25964
"ECs_3763"	16242	15907	18399	10837	11285	13858
"ECs_3764"	4964	5276	7214	4211	4158	4713
"ECs_3765"	2692	2472	2895	2401	3000	3706
"ECs_3766"	2882	2345	2918	2313	2573	3568
"ECs_3767"	3377	2735	3173	2356	2836	3609
"ECs_3768"	1596	1399	1505	1495	1767	2234
"ECs_3769"	1302	1013	1177	1478	1509	2156
"ECs_3770"	1423	1272	1573	2107	2170	2882
"ECs_3771"	858	756	915	1409	1974	1957
"ECs_3772"	497	432	515	505	603	769
"ECs_3773"	1011	730	817	1686	1009	2443
"ECs_3774"	1893	1730	2112	30170	28159	41009
"ECs_3775"	397	388	447	8088	8832	11629
"ECs_3776"	1494	1353	1668	24321	24179	40068
"ECs_3777"	2071	1694	1819	2267	2307	3102
"ECs_3778"	1663	2196	2965	2826	2531	2178
"ECs_3779"	5383	4991	5730	6269	7053	8021
"ECs_3780"	3435	3063	3545	3347	4019	4933
"ECs_3781"	8322	7879	9669	8036	9737	12994
"ECs_3782"	3997	3702	4388	3844	4558	5435
"ECs_3784"	1314	1220	1470	8838	15059	15039
"ECs_3785"	1867	1711	1947	6514	6693	10155
"ECs_3786"	1060	1125	1394	2077	2234	2658
"ECs_3787"	500	521	580	416	439	509
"ECs_3788"	87	69	86	88	98	118
"ECs_3789"	95	61	64	97	104	105
"ECs_3790"	222	194	222	244	290	375
"ECs_3791"	163	149	148	140	205	254
"ECs_3793"	1087	1023	1045	5580	6534	8750
"ECs_3794"	541	497	579	538	603	783
"ECs_3795"	6507	6090	7115	26821	31468	48758
"ECs_3796"	19502	15103	17511	64917	59760	98144
"ECs_3797"	11128	8097	9245	26289	18296	35447
"ECs_3798"	5364	4611	5564	6245	7174	8537
"ECs_3799"	12	14	21	24	22	44
"ECs_3800"	20	11	24	41	45	36
"ECs_3801"	23	17	24	38	16	40
"ECs_3802"	36	35	51	41	29	40
"ECs_3803"	109	124	139	121	124	139
"ECs_3804"	402	353	441	405	467	645
"ECs_3805"	421	367	470	519	638	802
"ECs_3806"	36	37	40	73	59	95
"ECs_3807"	57	49	43	78	40	103
"ECs_3808"	46	25	23	39	28	77
"ECs_3809"	6	10	4	10	8	15
"ECs_3810"	7705	6126	6871	10509	8006	14647
"ECs_3811"	1112	902	991	1726	2065	2456
"ECs_3812"	5269	4342	4414	4645	3337	6457
"ECs_3813"	123	122	125	123	122	161
"ECs_3814"	12494	12937	16670	12894	12589	17782
"ECs_3815"	529	462	602	251	316	588
"ECs_3816"	2834	2559	3118	1924	2053	3577
"ECs_3817"	15	21	22	109	315	356
"ECs_3818"	4072	3591	4459	30824	57561	57929
"ECs_3819"	324	272	349	1383	2284	1953
"ECs_3820"	492	454	582	304	286	488
"ECs_3821"	376	340	507	195	203	287
"ECs_3822"	1463	1207	1509	1521	1467	2427
"ECs_3823"	2067	1770	2226	2882	2585	4352
"ECs_3824"	3380	2869	3297	3206	3526	5160
"ECs_3825"	1680	1358	1645	1484	1701	2373
"ECs_3826"	447	443	479	385	422	574
"ECs_3827"	1827	1676	2027	1934	2326	2956
"ECs_3828"	2043	2063	2555	2834	3072	3781
"ECs_3829"	481	422	510	378	510	717
"ECs_3830"	1259	1456	2203	1599	1290	1405
"ECs_3831"	3594	3187	3771	2260	2494	3258
"ECs_3832"	192	156	160	150	147	243
"ECs_3833"	671	587	588	1022	1073	1637
"ECs_3834"	682	615	749	889	852	1033
"ECs_3835"	1390	1117	1321	1881	1648	3060
"ECs_3836"	2387	2362	3004	2653	2567	3735
"ECs_3837"	1937	2026	2576	2660	2777	3540
"ECs_3838"	603	493	594	872	1120	1499
"ECs_3839"	1369	1162	1455	1812	1954	2855
"ECs_3840"	536	515	608	1859	1851	2735
"ECs_3841"	2092	1868	2336	3091	2970	6020
"ECs_3842"	164	137	166	205	210	311
"pheV"	266	259	305	72	91	112
"ECs_3843"	1566	1556	1721	1743	2072	2912
"ECs_3844"	385	310	356	359	373	537
"ECs_3846"	146	118	119	180	212	300
"ECs_3847"	54	55	58	62	71	72
"ECs_3848"	721	675	838	1350	1569	1866
"ECs_3849"	343	296	333	260	349	414
"ECs_3850"	10	4	5	12	4	23
"ECs_3853"	157	156	176	150	176	192
"ECs_3855"	158	154	167	104	143	207
"ECs_3857"	125	73	121	100	99	133
"ECs_3858"	64	60	64	48	83	84
"ECs_3859"	90	86	95	140	136	189
"ECs_3860"	145	150	173	158	172	243
"ECs_3862"	1	0	0	1	2	0
"ECs_3863"	0	0	0	0	1	0
"ECs_3864"	28	20	21	15	15	18
"ECs_3865"	0	0	0	0	0	0
"ECs_3866"	28	14	10	17	11	25
"ECs_3867"	25	24	14	8	9	25
"ECs_3868"	50	56	36	27	21	38
"ECs_3869"	405	342	433	345	356	452
"ECs_3871"	77	73	93	93	96	117
"ECs_3872"	575	532	597	378	423	547
"ECs_3873"	2391	2048	2601	4092	4284	5904
"ECs_3874"	1430	1188	1477	6832	7043	11364
"ECs_3875"	115	124	116	239	265	413
"ECs_3876"	35	38	43	55	54	47
"ECs_3877"	257	217	267	184	242	293
"ECs_3878"	277	251	316	236	259	302
"ECs_3879"	321	246	290	291	274	452
"ECs_3880"	82	70	76	58	57	104
"ECs_3881"	80	86	95	69	54	70
"ECs_3882"	179	179	209	119	130	140
"ECs_3883"	25	22	22	52	46	86
"ECs_3884"	123	95	105	1099	813	1823
"ECs_3885"	457	342	420	1100	1032	1561
"ECs_3886"	3037	2619	2668	3147	3395	4668
"ECs_3887"	105	97	97	2380	2934	2748
"ECs_3889"	371	319	379	792	860	839
"ECs_3890"	591	667	876	1821	1803	1554
"ECs_3892"	508	462	508	2610	4626	4692
"ECs_3893"	1610	1605	1578	1526	2156	2355
"ECs_3894"	192	194	200	255	280	416
"ECs_3895"	271	227	266	374	406	530
"ECs_3896"	178	134	130	2270	1608	3882
"ECs_3897"	213	214	233	176	186	260
"ECs_3899"	348	314	338	158	173	260
"ECs_3900"	22648	21848	25483	12668	13650	18473
"ECs_3901"	3818	3651	5006	3466	3237	4360
"ECs_3902"	1719	1563	2102	1850	1852	2638
"ECs_3903"	8478	7737	9687	7899	8548	10745
"ECs_3904"	335	292	333	359	371	623
"ECs_3905"	55	44	43	178	102	253
"ECs_3906"	104	113	125	620	498	740
"ECs_3907"	171	152	202	285	256	393
"ECs_3908"	339	277	338	523	632	907
"ECs_3910"	525	543	682	672	728	983
"ECs_3911"	1276	1154	1363	2283	2845	3824
"ECs_3912"	460	361	523	543	634	887
"ECs_3913"	183	160	169	142	159	192
"ECs_3914"	233	205	243	213	205	316
"ECs_3915"	102	85	79	66	52	77
"ECs_3916"	160	126	154	145	141	179
"ECs_3917"	448	417	477	346	433	632
"ECs_3918"	8977	8528	10294	8222	8491	11970
"ECs_3919"	1503	1365	1692	1433	1679	2482
"ECs_3920"	2430	2685	3556	3512	3887	4577
"ECs_3921"	857	739	885	1203	1465	2058
"ECs_3922"	1173	1034	1185	1713	1784	3061
"ECs_3923"	12772	12076	14026	20101	23801	29398
"ECs_3925"	1827	1847	2476	7772	7402	9150
"ECs_3926"	4007	3581	4082	12373	13905	19270
"ECs_3927"	338	300	370	2375	2305	748
"ECs_3928"	1835	1576	1922	2174	2598	3047
"ECs_5752"	486	481	562	339	324	494
"ECs_3929"	5509	4958	6474	12831	10661	19003
"ECs_3930"	1943	1741	2148	4195	4777	6925
"ECs_3931"	187	154	189	1430	1625	2633
"ECs_3932"	341	325	378	241	290	396
"ECs_3933"	548	424	577	474	411	569
"ECs_3935"	1740	1455	1842	2577	2158	3206
"ECs_3936"	615	666	799	1338	1202	1636
"ECs_3937"	258	232	342	502	534	644
"ECs_3938"	3050	2891	3465	5843	5929	7486
"ECs_3939"	3349	3072	3774	5499	6161	7875
"ECs_3940"	1688	1330	1548	1781	1495	2651
"ECs_3941"	187	163	157	241	122	218
"ECs_3942"	1723	1745	1945	2192	2238	3171
"ECs_3943"	143	107	135	157	168	227
"ECs_3944"	26	22	21	49	48	48
"ECs_3945"	19	25	17	23	26	31
"ECs_3946"	546	621	771	472	466	677
"ECs_3947"	3049	3621	5092	3840	3264	4251
"ECs_3948"	66479	60188	70488	37638	41656	63849
"ECs_3949"	32227	29616	33865	15639	16717	22603
"ECs_3950"	42123	38270	43435	39701	39347	51656
"ECs_3951"	647	541	592	846	758	1224
"ileX"	11	7	12	10	12	25
"ECs_3952"	193	167	204	222	236	197
"ECs_3953"	168	173	199	319	316	338
"ECs_3954"	330	283	329	667	723	848
"ECs_3955"	1467	1991	2261	43543	46468	41107
"ECs_3956"	18	8	11	145	189	265
"ECs_3957"	810	644	769	918	994	1384
"ECs_3958"	237	231	251	309	279	465
"ECs_3959"	13	7	12	27	25	38
"ECs_3960"	42	22	35	70	59	104
"ECs_3961"	50	40	58	73	89	93
"ECs_3962"	213	175	240	260	274	353
"ECs_3963"	79	64	93	294	223	288
"ECs_3964"	227	222	252	221	238	353
"ECs_3965"	296	233	284	169	188	298
"ECs_3966"	5536	5090	6077	3355	3606	4938
"ECs_3967"	223	242	271	267	269	351
"ECs_3968"	130	147	155	125	121	157
"ECs_3969"	612	574	656	1902	2012	2952
"ECs_3970"	344	260	338	1649	1711	2428
"ECs_3971"	926	756	925	5794	5815	7543
"ECs_3972"	145	136	158	250	221	378
"ECs_3973"	422	343	422	834	683	1078
"ECs_3974"	432	410	442	963	989	1443
"ECs_3975"	510	514	595	1213	1342	1633
"ECs_3976"	2081	1783	2077	2520	3018	3757
"ECs_3977"	655	581	772	2469	2791	3178
"ECs_3978"	297	298	392	1288	1483	1771
"ECs_3979"	1034	996	1026	15711	18714	24075
"ECs_3980"	366	463	510	10042	11243	13319
"ECs_3981"	506	509	577	10050	11634	16209
"ECs_3982"	260	333	406	6960	7667	7254
"ECs_3983"	143	119	146	1301	1311	1352
"ECs_3984"	288	251	276	1822	2026	2739
"ECs_3985"	45	63	52	382	268	397
"ECs_3986"	19	7	13	22	20	35
"ECs_3987"	238	132	181	450	238	641
"ECs_3988"	57	45	65	755	728	197
"ECs_3989"	150	162	168	443	598	597
"ECs_3990"	279	268	513	385	312	474
"ECs_3991"	299	176	453	183	132	313
"ECs_3992"	63	75	84	192	154	192
"ECs_3993"	35	20	28	45	66	112
"ECs_3994"	70	75	74	93	74	109
"ECs_3995"	28	26	23	32	41	49
"ECs_3996"	113	105	118	137	135	188
"ECs_3997"	31	19	23	16	28	39
"ECs_3998"	20	24	30	20	23	47
"ECs_3999"	7	6	4	6	2	9
"ECs_4000"	28	22	27	19	16	36
"ECs_4001"	45	41	58	23	26	35
"ECs_4002"	188	167	211	339	302	416
"ECs_4003"	77	46	64	168	138	282
"ECs_4004"	21	23	26	51	35	56
"ECs_4005"	33	30	22	33	26	69
"ECs_4006"	108	111	124	221	192	285
"ECs_4007"	308	295	318	583	641	863
"ECs_4008"	453	420	489	689	815	1194
"ECs_4009"	747	607	743	638	777	1127
"ECs_4010"	77	67	86	109	123	153
"ECs_4011"	9	8	22	39	35	44
"ECs_4012"	9	12	16	36	34	47
"ECs_4013"	25	7	27	57	50	96
"ECs_4014"	25	8	12	47	12	65
"ECs_4015"	62	54	68	123	78	123
"ECs_4016"	92	89	107	125	143	143
"ECs_4017"	65	74	70	69	77	86
"ECs_4018"	19	27	17	17	11	24
